label	index	srclang	tarlang	translation	source	srctar	bleu	bleu_summary	gleu	gleu_summary	__next__
[0] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	1
[1] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	2
[2] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	3
[3] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	4
[4] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	5
[5] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	6
[6] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	7
[7] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	8
[8] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	9
[9] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	10
[10] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	11
[11] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	12
[12] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	13
[13] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	14
[14] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	15
[15] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	16
[16] The oral instruction suggests to understand the nature of the dog before beginning training .	0	ko	en	The oral instruction suggests to understand the nature of the dog before beginning training .	구두 명령 훈련을 시작하기 전에 강아지의 성격을 이해할 것을 제안합니다.	koen	0.233379557729	metric=bleu 1g=4/15 2g=0/14 3g=0/13 4g=0/12 prec=0.266667 r=17 c=15 BP=0.875173 Bleu=0.233380	0.0645161271095	num_sentences:1 metric:gleu 1g=4/17 2g=0/16 3g=0/15 4g=0/14 Gleu=0.064516127 AverageSentenceScore=0.064516127	
[0] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	18
[1] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	19
[2] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	20
[3] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	21
[4] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	22
[5] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	23
[6] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	24
[7] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	25
[8] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	26
[9] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	27
[10] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	28
[11] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	29
[12] 私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	0	en	ja	私 は あなた が あなた の 子犬 の 性格 を 理解 する 口頭 の コマンド を トレーニング を 開始 する 前 に お 勧め し ます .	I suggest that before you start training verbal commands that you understand your puppy's personality.	enja	0.44407504797	metric=bleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 prec=0.444075 r=24 c=27 BP=1.000000 Bleu=0.444075	0.470588237047	num_sentences:1 metric:gleu 1g=18/27 2g=13/26 3g=10/25 4g=7/24 Gleu=0.47058824 AverageSentenceScore=0.47058824	30
